stage_id,well_id,stage_number,start_datetime,duration_min,fluid_type,proppant_type,status,cluster_count,perforation_start_m,perforation_end_m
STG-00932,WL-030,16,2020-12-25 00:17,231.0,Crosslinked Gel,20/40 RCP,Completed,7,1683.0,1789.0
STG-00933,WL-030,17,2020-12-24 18:57,153.0,Slickwater,20/40 RCP,Completed,5,1789.0,1894.0
STG-00934,WL-030,18,2020-12-25 06:12,200.0,Hybrid,20/40 RCP,Partial,8,1894.0,2000.0
STG-00935,WL-030,19,2020-12-24 21:55,128.0,Hybrid,30/50 Ceramic,Completed,6,2000.0,2105.0
STG-00936,WL-030,20,2020-12-26 15:34,120.0,Slickwater,40/70 Sand,Completed,4,2105.0,2211.0
STG-00937,WL-030,21,2020-12-24 14:30,160.0,Linear Gel,100 Mesh Sand,Screen-out,6,2211.0,2316.0
STG-00938,WL-030,22,2020-12-25 04:13,181.0,Crosslinked Gel,40/70 Sand,Completed,7,2316.0,2422.0
STG-00939,WL-030,23,2020-12-27 05:46,107.0,Hybrid,40/70 Sand,Completed,5,2422.0,2527.0
STG-00940,WL-030,24,2020-12-25 12:14,124.0,Crosslinked Gel,40/70 Sand,Completed,4,2527.0,2633.0
STG-00941,WL-030,25,2020-12-25 13:03,218.0,Slickwater,20/40 RCP,Completed,8,2633.0,2738.0
STG-00942,WL-030,26,2020-12-25 08:29,169.0,Slickwater,30/50 Ceramic,Completed,4,2738.0,2844.0
STG-00943,WL-030,27,2020-12-25 21:23,219.0,Linear Gel,30/50 Ceramic,Completed,6,2844.0,2949.0
STG-00944,WL-030,28,2020-12-25 19:23,100.0,Hybrid,100 Mesh Sand,Completed,6,2949.0,3055.0
STG-00945,WL-030,29,2020-12-27 16:02,172.0,Hybrid,30/50 Ceramic,Completed,7,3055.0,3160.0
STG-00946,WL-030,30,2020-12-27 06:12,159.0,Crosslinked Gel,40/70 Sand,Completed,8,3160.0,3266.0
STG-00947,WL-031,1,2019-06-10 00:00,115.0,Crosslinked Gel,20/40 RCP,Screen-out,5,100.0,188.0
STG-00948,WL-031,2,2019-06-10 03:00,217.0,Hybrid,40/70 Sand,Completed,7,188.0,276.0
STG-00949,WL-031,3,2019-06-10 07:39,159.0,Crosslinked Gel,40/70 Sand,Completed,6,276.0,364.0
STG-00950,WL-031,4,2019-06-10 16:54,188.0,Linear Gel,20/40 RCP,Completed,6,364.0,453.0
STG-00951,WL-031,5,2019-06-10 21:17,99.0,Linear Gel,100 Mesh Sand,Completed,5,453.0,541.0
STG-00952,WL-031,6,2019-06-11 00:40,211.0,Slickwater,30/50 Ceramic,Completed,5,541.0,629.0
STG-00953,WL-031,7,2019-06-11 10:02,98.0,Hybrid,30/50 Ceramic,Completed,4,629.0,717.0
STG-00954,WL-031,8,2019-06-11 12:16,120.0,Slickwater,100 Mesh Sand,Completed,8,717.0,805.0
STG-00955,WL-031,9,2019-06-11 13:53,115.0,Hybrid,100 Mesh Sand,Completed,8,805.0,893.0
STG-00956,WL-031,10,2019-06-11 10:02,204.0,Linear Gel,40/70 Sand,Completed,6,893.0,981.0
STG-00957,WL-031,11,2019-06-11 17:46,121.0,Crosslinked Gel,40/70 Sand,Completed,7,981.0,1070.0
STG-00958,WL-031,12,2019-06-12 01:32,222.0,Slickwater,20/40 RCP,Completed,6,1070.0,1158.0
STG-00959,WL-031,13,2019-06-12 06:04,126.0,Hybrid,40/70 Sand,Completed,8,1158.0,1246.0
STG-00960,WL-031,14,2019-06-11 20:28,238.0,Hybrid,40/70 Sand,Completed,8,1246.0,1334.0
STG-00961,WL-031,15,2019-06-13 09:50,94.0,Hybrid,20/40 RCP,Completed,6,1334.0,1422.0
STG-00962,WL-031,16,2019-06-11 22:49,160.0,Linear Gel,40/70 Sand,Completed,4,1422.0,1510.0
STG-00963,WL-031,17,2019-06-12 12:41,171.0,Hybrid,100 Mesh Sand,Completed,5,1510.0,1598.0
STG-00964,WL-031,18,2019-06-13 05:24,106.0,Crosslinked Gel,20/40 RCP,Completed,7,1598.0,1686.0
STG-00965,WL-031,19,2019-06-14 07:34,213.0,Slickwater,100 Mesh Sand,Completed,6,1686.0,1775.0
STG-00966,WL-031,20,2019-06-12 14:53,206.0,Crosslinked Gel,30/50 Ceramic,Screen-out,8,1775.0,1863.0
STG-00967,WL-031,21,2019-06-13 20:39,121.0,Hybrid,20/40 RCP,Completed,7,1863.0,1951.0
STG-00968,WL-031,22,2019-06-13 14:00,133.0,Slickwater,30/50 Ceramic,Completed,7,1951.0,2039.0
STG-00969,WL-031,23,2019-06-15 10:11,177.0,Hybrid,20/40 RCP,Completed,6,2039.0,2127.0
STG-00970,WL-031,24,2019-06-15 05:23,210.0,Crosslinked Gel,20/40 RCP,Completed,7,2127.0,2215.0
STG-00971,WL-031,25,2019-06-15 15:52,227.0,Slickwater,40/70 Sand,Completed,7,2215.0,2303.0
STG-00972,WL-031,26,2019-06-13 15:25,114.0,Slickwater,30/50 Ceramic,Completed,5,2303.0,2392.0
STG-00973,WL-031,27,2019-06-13 17:43,209.0,Hybrid,30/50 Ceramic,Completed,8,2392.0,2480.0
STG-00974,WL-031,28,2019-06-15 19:06,219.0,Slickwater,40/70 Sand,Completed,7,2480.0,2568.0
STG-00975,WL-031,29,2019-06-16 08:08,132.0,Slickwater,20/40 RCP,Partial,7,2568.0,2656.0
STG-00976,WL-031,30,2019-06-15 08:40,111.0,Hybrid,20/40 RCP,Completed,4,2656.0,2744.0
STG-00977,WL-031,31,2019-06-14 15:55,118.0,Hybrid,40/70 Sand,Completed,5,2744.0,2832.0
STG-00978,WL-031,32,2019-06-16 07:32,188.0,Slickwater,40/70 Sand,Completed,4,2832.0,2920.0
STG-00979,WL-031,33,2019-06-14 15:58,156.0,Hybrid,20/40 RCP,Completed,8,2920.0,3009.0
STG-00980,WL-031,34,2019-06-18 02:57,103.0,Slickwater,30/50 Ceramic,Completed,4,3009.0,3097.0
STG-00981,WL-031,35,2019-06-15 04:05,211.0,Linear Gel,20/40 RCP,Completed,5,3097.0,3185.0
STG-00982,WL-031,36,2019-06-15 08:01,235.0,Linear Gel,40/70 Sand,Completed,8,3185.0,3273.0
STG-00983,WL-032,1,2022-09-06 00:00,238.0,Crosslinked Gel,40/70 Sand,Completed,6,100.0,150.0
STG-00984,WL-032,2,2022-09-06 05:46,185.0,Slickwater,40/70 Sand,Completed,7,150.0,199.0
STG-00985,WL-032,3,2022-09-06 08:18,222.0,Slickwater,100 Mesh Sand,Completed,5,199.0,249.0
STG-00986,WL-032,4,2022-09-06 13:42,114.0,Linear Gel,40/70 Sand,Completed,8,249.0,299.0
STG-00987,WL-032,5,2022-09-06 13:09,174.0,Linear Gel,100 Mesh Sand,Completed,8,299.0,349.0
STG-00988,WL-032,6,2022-09-06 22:32,198.0,Slickwater,100 Mesh Sand,Screen-out,7,349.0,398.0
STG-00989,WL-032,7,2022-09-07 05:52,102.0,Slickwater,20/40 RCP,Completed,8,398.0,448.0
STG-00990,WL-032,8,2022-09-07 05:50,118.0,Slickwater,20/40 RCP,Completed,5,448.0,498.0
STG-00991,WL-032,9,2022-09-07 22:31,213.0,Linear Gel,20/40 RCP,Completed,6,498.0,547.0
STG-00992,WL-032,10,2022-09-07 18:54,197.0,Slickwater,20/40 RCP,Completed,5,547.0,597.0
STG-00993,WL-032,11,2022-09-07 13:38,161.0,Hybrid,100 Mesh Sand,Completed,6,597.0,647.0
STG-00994,WL-032,12,2022-09-08 04:44,159.0,Linear Gel,30/50 Ceramic,Completed,5,647.0,696.0
STG-00995,WL-032,13,2022-09-07 12:11,164.0,Slickwater,100 Mesh Sand,Completed,8,696.0,746.0
STG-00996,WL-032,14,2022-09-07 15:16,140.0,Hybrid,30/50 Ceramic,Completed,7,746.0,796.0
STG-00997,WL-032,15,2022-09-08 09:12,197.0,Hybrid,20/40 RCP,Screen-out,8,796.0,846.0
STG-00998,WL-032,16,2022-09-08 08:24,105.0,Linear Gel,30/50 Ceramic,Completed,8,846.0,895.0
STG-00999,WL-032,17,2022-09-08 13:13,111.0,Linear Gel,40/70 Sand,Completed,7,895.0,945.0
STG-01000,WL-032,18,2022-09-09 07:09,158.0,Linear Gel,40/70 Sand,Completed,6,945.0,995.0
STG-01001,WL-032,19,2022-09-09 12:11,188.0,Linear Gel,30/50 Ceramic,Completed,6,995.0,1044.0
STG-01002,WL-032,20,2022-09-09 17:55,143.0,Linear Gel,40/70 Sand,Completed,4,1044.0,1094.0
STG-01003,WL-032,21,2022-09-10 08:52,161.0,Linear Gel,40/70 Sand,Screen-out,4,1094.0,1144.0
STG-01004,WL-032,22,2022-09-09 04:30,185.0,Linear Gel,30/50 Ceramic,Completed,8,1144.0,1194.0
STG-01005,WL-032,23,2022-09-10 10:31,191.0,Slickwater,40/70 Sand,Completed,7,1194.0,1243.0
STG-01006,WL-032,24,2022-09-11 15:33,193.0,Slickwater,100 Mesh Sand,Completed,5,1243.0,1293.0
STG-01007,WL-032,25,2022-09-10 09:57,116.0,Linear Gel,100 Mesh Sand,Completed,4,1293.0,1343.0
STG-01008,WL-032,26,2022-09-09 22:43,124.0,Crosslinked Gel,100 Mesh Sand,Completed,8,1343.0,1392.0
STG-01009,WL-032,27,2022-09-09 08:56,132.0,Linear Gel,20/40 RCP,Completed,8,1392.0,1442.0
STG-01010,WL-032,28,2022-09-11 14:09,194.0,Crosslinked Gel,100 Mesh Sand,Screen-out,5,1442.0,1492.0
STG-01011,WL-032,29,2022-09-11 17:47,136.0,Linear Gel,100 Mesh Sand,Completed,5,1492.0,1541.0
STG-01012,WL-032,30,2022-09-12 16:59,95.0,Crosslinked Gel,40/70 Sand,Completed,4,1541.0,1591.0
STG-01013,WL-032,31,2022-09-12 16:33,188.0,Hybrid,40/70 Sand,Screen-out,4,1591.0,1641.0
STG-01014,WL-032,32,2022-09-11 06:27,221.0,Slickwater,40/70 Sand,Completed,4,1641.0,1691.0
STG-01015,WL-032,33,2022-09-13 23:41,208.0,Linear Gel,30/50 Ceramic,Completed,7,1691.0,1740.0
STG-01016,WL-032,34,2022-09-11 19:08,129.0,Hybrid,100 Mesh Sand,Completed,4,1740.0,1790.0
STG-01017,WL-032,35,2022-09-14 03:45,191.0,Crosslinked Gel,30/50 Ceramic,Completed,6,1790.0,1840.0
STG-01018,WL-032,36,2022-09-14 14:08,107.0,Crosslinked Gel,40/70 Sand,Completed,8,1840.0,1889.0
STG-01019,WL-032,37,2022-09-14 20:00,159.0,Linear Gel,20/40 RCP,Completed,8,1889.0,1939.0
STG-01020,WL-032,38,2022-09-10 15:30,172.0,Hybrid,20/40 RCP,Completed,8,1939.0,1989.0
STG-01021,WL-032,39,2022-09-11 06:08,237.0,Slickwater,30/50 Ceramic,Completed,6,1989.0,2038.0
STG-01022,WL-032,40,2022-09-15 11:48,153.0,Crosslinked Gel,30/50 Ceramic,Completed,7,2038.0,2088.0
STG-01023,WL-032,41,2022-09-15 19:55,201.0,Linear Gel,40/70 Sand,Completed,6,2088.0,2138.0
STG-01024,WL-032,42,2022-09-16 01:13,132.0,Linear Gel,20/40 RCP,Completed,8,2138.0,2188.0
STG-01025,WL-032,43,2022-09-15 18:36,134.0,Linear Gel,100 Mesh Sand,Completed,6,2188.0,2237.0
STG-01026,WL-032,44,2022-09-11 17:42,203.0,Hybrid,40/70 Sand,Completed,6,2237.0,2287.0
STG-01027,WL-033,1,2021-03-14 00:00,93.0,Slickwater,30/50 Ceramic,Screen-out,5,100.0,158.0
STG-01028,WL-033,2,2021-03-14 03:51,199.0,Linear Gel,30/50 Ceramic,Completed,4,158.0,217.0
STG-01029,WL-033,3,2021-03-14 09:19,214.0,Hybrid,20/40 RCP,Completed,6,217.0,275.0
STG-01030,WL-033,4,2021-03-14 12:10,221.0,Crosslinked Gel,40/70 Sand,Completed,5,275.0,334.0
STG-01031,WL-033,5,2021-03-14 17:59,196.0,Hybrid,40/70 Sand,Completed,5,334.0,392.0
STG-01032,WL-033,6,2021-03-15 04:05,104.0,Hybrid,40/70 Sand,Completed,5,392.0,451.0
STG-01033,WL-033,7,2021-03-15 09:01,92.0,Crosslinked Gel,40/70 Sand,Completed,4,451.0,509.0
STG-01034,WL-033,8,2021-03-14 23:31,135.0,Slickwater,20/40 RCP,Completed,8,509.0,568.0
STG-01035,WL-033,9,2021-03-15 00:09,135.0,Slickwater,20/40 RCP,Completed,6,568.0,626.0
STG-01036,WL-033,10,2021-03-15 19:45,201.0,Linear Gel,30/50 Ceramic,Completed,7,626.0,685.0
STG-01037,WL-033,11,2021-03-15 11:29,225.0,Crosslinked Gel,20/40 RCP,Completed,5,685.0,743.0
STG-01038,WL-033,12,2021-03-16 09:45,190.0,Hybrid,100 Mesh Sand,Completed,8,743.0,801.0
STG-01039,WL-033,13,2021-03-16 16:46,224.0,Linear Gel,100 Mesh Sand,Completed,8,801.0,860.0
STG-01040,WL-033,14,2021-03-16 04:32,102.0,Hybrid,20/40 RCP,Completed,4,860.0,918.0
STG-01041,WL-033,15,2021-03-16 23:19,209.0,Linear Gel,30/50 Ceramic,Completed,4,918.0,977.0
STG-01042,WL-033,16,2021-03-15 21:31,177.0,Hybrid,20/40 RCP,Partial,8,977.0,1035.0
STG-01043,WL-033,17,2021-03-16 04:50,218.0,Crosslinked Gel,30/50 Ceramic,Completed,5,1035.0,1094.0
STG-01044,WL-033,18,2021-03-17 06:58,100.0,Hybrid,30/50 Ceramic,Completed,7,1094.0,1152.0
STG-01045,WL-033,19,2021-03-18 09:45,180.0,Crosslinked Gel,30/50 Ceramic,Completed,5,1152.0,1211.0
STG-01046,WL-033,20,2021-03-17 13:25,104.0,Hybrid,20/40 RCP,Completed,6,1211.0,1269.0
STG-01047,WL-033,21,2021-03-17 09:54,190.0,Linear Gel,30/50 Ceramic,Completed,7,1269.0,1327.0
STG-01048,WL-033,22,2021-03-17 02:19,222.0,Hybrid,40/70 Sand,Completed,4,1327.0,1386.0
STG-01049,WL-033,23,2021-03-18 17:34,168.0,Hybrid,20/40 RCP,Completed,7,1386.0,1444.0
STG-01050,WL-033,24,2021-03-17 10:31,138.0,Hybrid,20/40 RCP,Completed,4,1444.0,1503.0
STG-01051,WL-033,25,2021-03-17 12:42,206.0,Linear Gel,40/70 Sand,Completed,8,1503.0,1561.0
STG-01052,WL-033,26,2021-03-18 19:02,224.0,Crosslinked Gel,20/40 RCP,Completed,6,1561.0,1620.0
STG-01053,WL-033,27,2021-03-18 01:34,181.0,Slickwater,20/40 RCP,Completed,4,1620.0,1678.0
STG-01054,WL-033,28,2021-03-19 16:56,179.0,Slickwater,40/70 Sand,Completed,6,1678.0,1737.0
STG-01055,WL-033,29,2021-03-19 04:01,126.0,Slickwater,20/40 RCP,Completed,6,1737.0,1795.0
STG-01056,WL-033,30,2021-03-18 13:35,106.0,Crosslinked Gel,30/50 Ceramic,Completed,6,1795.0,1854.0
STG-01057,WL-033,31,2021-03-17 19:47,163.0,Slickwater,30/50 Ceramic,Completed,8,1854.0,1912.0
STG-01058,WL-034,1,2022-06-07 00:00,233.0,Hybrid,30/50 Ceramic,Completed,6,100.0,184.0
STG-01059,WL-034,2,2022-06-07 03:58,202.0,Linear Gel,20/40 RCP,Completed,4,184.0,267.0
STG-01060,WL-034,3,2022-06-07 08:17,185.0,Crosslinked Gel,20/40 RCP,Completed,5,267.0,350.0
STG-01061,WL-034,4,2022-06-07 16:48,128.0,Crosslinked Gel,20/40 RCP,Completed,8,350.0,434.0
STG-01062,WL-034,5,2022-06-07 18:51,161.0,Slickwater,100 Mesh Sand,Completed,5,434.0,518.0
STG-01063,WL-034,6,2022-06-07 20:09,111.0,Crosslinked Gel,30/50 Ceramic,Completed,6,518.0,601.0
STG-01064,WL-034,7,2022-06-08 06:47,236.0,Linear Gel,30/50 Ceramic,Completed,7,601.0,684.0
STG-01065,WL-034,8,2022-06-08 13:24,162.0,Crosslinked Gel,20/40 RCP,Completed,7,684.0,768.0
STG-01066,WL-034,9,2022-06-08 04:00,182.0,Slickwater,40/70 Sand,Completed,5,768.0,852.0
STG-01067,WL-034,10,2022-06-08 20:52,121.0,Slickwater,40/70 Sand,Completed,5,852.0,935.0
STG-01068,WL-034,11,2022-06-08 17:54,91.0,Slickwater,100 Mesh Sand,Completed,7,935.0,1018.0
STG-01069,WL-034,12,2022-06-09 03:05,123.0,Slickwater,20/40 RCP,Completed,8,1018.0,1102.0
STG-01070,WL-034,13,2022-06-09 15:32,106.0,Slickwater,100 Mesh Sand,Completed,6,1102.0,1186.0
STG-01071,WL-034,14,2022-06-09 15:06,210.0,Slickwater,20/40 RCP,Completed,6,1186.0,1269.0
STG-01072,WL-034,15,2022-06-09 03:37,167.0,Crosslinked Gel,20/40 RCP,Completed,5,1269.0,1352.0
STG-01073,WL-034,16,2022-06-09 02:54,230.0,Hybrid,100 Mesh Sand,Completed,4,1352.0,1436.0
STG-01074,WL-034,17,2022-06-10 07:51,103.0,Crosslinked Gel,20/40 RCP,Completed,7,1436.0,1520.0
STG-01075,WL-034,18,2022-06-11 04:43,107.0,Crosslinked Gel,20/40 RCP,Completed,5,1520.0,1603.0
STG-01076,WL-034,19,2022-06-11 10:21,166.0,Hybrid,20/40 RCP,Completed,8,1603.0,1686.0
STG-01077,WL-034,20,2022-06-10 09:47,164.0,Crosslinked Gel,30/50 Ceramic,Completed,7,1686.0,1770.0
STG-01078,WL-034,21,2022-06-10 20:22,239.0,Slickwater,20/40 RCP,Completed,6,1770.0,1854.0
STG-01079,WL-034,22,2022-06-10 14:02,131.0,Crosslinked Gel,40/70 Sand,Completed,6,1854.0,1937.0
STG-01080,WL-034,23,2022-06-09 18:41,153.0,Hybrid,30/50 Ceramic,Completed,6,1937.0,2020.0
STG-01081,WL-034,24,2022-06-11 05:22,226.0,Slickwater,20/40 RCP,Completed,7,2020.0,2104.0
STG-01082,WL-035,1,2020-07-31 00:00,181.0,Linear Gel,30/50 Ceramic,Completed,8,100.0,199.0
STG-01083,WL-035,2,2020-07-31 03:41,214.0,Slickwater,30/50 Ceramic,Screen-out,5,199.0,299.0
STG-01084,WL-035,3,2020-07-31 08:28,213.0,Linear Gel,20/40 RCP,Completed,5,299.0,398.0
STG-01085,WL-035,4,2020-07-31 10:28,185.0,Linear Gel,20/40 RCP,Completed,5,398.0,497.0
STG-01086,WL-035,5,2020-07-31 15:09,129.0,Linear Gel,40/70 Sand,Completed,8,497.0,597.0
STG-01087,WL-035,6,2020-08-01 02:28,181.0,Crosslinked Gel,30/50 Ceramic,Completed,8,597.0,696.0
STG-01088,WL-035,7,2020-08-01 08:33,107.0,Linear Gel,40/70 Sand,Completed,4,696.0,795.0
STG-01089,WL-035,8,2020-08-01 00:49,158.0,Crosslinked Gel,100 Mesh Sand,Completed,7,795.0,895.0
STG-01090,WL-035,9,2020-08-01 14:49,108.0,Crosslinked Gel,20/40 RCP,Completed,5,895.0,994.0
STG-01091,WL-035,10,2020-08-01 11:39,203.0,Hybrid,100 Mesh Sand,Completed,8,994.0,1093.0
STG-01092,WL-035,11,2020-08-01 06:39,102.0,Slickwater,30/50 Ceramic,Completed,6,1093.0,1193.0
STG-01093,WL-035,12,2020-08-01 13:07,231.0,Linear Gel,100 Mesh Sand,Completed,5,1193.0,1292.0
STG-01094,WL-035,13,2020-08-01 15:14,192.0,Slickwater,20/40 RCP,Completed,5,1292.0,1391.0
STG-01095,WL-035,14,2020-08-02 04:20,179.0,Crosslinked Gel,20/40 RCP,Completed,6,1391.0,1491.0
STG-01096,WL-035,15,2020-08-02 13:28,185.0,Slickwater,30/50 Ceramic,Completed,4,1491.0,1590.0
STG-01097,WL-035,16,2020-08-03 10:57,182.0,Hybrid,100 Mesh Sand,Completed,6,1590.0,1689.0
STG-01098,WL-035,17,2020-08-03 13:13,199.0,Slickwater,20/40 RCP,Completed,5,1689.0,1789.0
STG-01099,WL-035,18,2020-08-02 12:48,225.0,Crosslinked Gel,20/40 RCP,Completed,4,1789.0,1888.0
STG-01100,WL-035,19,2020-08-02 12:35,170.0,Hybrid,20/40 RCP,Completed,7,1888.0,1987.0
STG-01101,WL-035,20,2020-08-02 23:05,92.0,Slickwater,40/70 Sand,Completed,7,1987.0,2087.0
STG-01102,WL-035,21,2020-08-04 08:07,134.0,Slickwater,40/70 Sand,Completed,7,2087.0,2186.0
STG-01103,WL-035,22,2020-08-03 15:30,177.0,Crosslinked Gel,30/50 Ceramic,Completed,5,2186.0,2285.0
STG-01104,WL-035,23,2020-08-04 11:31,108.0,Slickwater,100 Mesh Sand,Completed,6,2285.0,2385.0
STG-01105,WL-035,24,2020-08-04 06:12,141.0,Crosslinked Gel,40/70 Sand,Completed,6,2385.0,2484.0
STG-01106,WL-035,25,2020-08-05 15:54,188.0,Hybrid,100 Mesh Sand,Completed,5,2484.0,2583.0
STG-01107,WL-035,26,2020-08-05 02:28,194.0,Crosslinked Gel,100 Mesh Sand,Completed,5,2583.0,2683.0
STG-01108,WL-035,27,2020-08-05 19:57,191.0,Slickwater,20/40 RCP,Screen-out,5,2683.0,2782.0
STG-01109,WL-036,1,2018-07-18 00:00,136.0,Linear Gel,40/70 Sand,Completed,6,100.0,291.0
STG-01110,WL-036,2,2018-07-18 05:18,157.0,Hybrid,40/70 Sand,Completed,7,291.0,482.0
STG-01111,WL-036,3,2018-07-18 06:32,213.0,Crosslinked Gel,100 Mesh Sand,Completed,4,482.0,673.0
STG-01112,WL-036,4,2018-07-18 12:11,227.0,Hybrid,100 Mesh Sand,Completed,5,673.0,864.0
STG-01113,WL-036,5,2018-07-18 17:51,138.0,Crosslinked Gel,30/50 Ceramic,Completed,7,864.0,1054.0
STG-01114,WL-036,6,2018-07-19 01:59,146.0,Slickwater,20/40 RCP,Completed,6,1054.0,1245.0
STG-01115,WL-036,7,2018-07-19 07:02,196.0,Crosslinked Gel,100 Mesh Sand,Completed,7,1245.0,1436.0
STG-01116,WL-036,8,2018-07-19 11:50,146.0,Crosslinked Gel,20/40 RCP,Completed,5,1436.0,1627.0
STG-01117,WL-036,9,2018-07-19 13:36,155.0,Crosslinked Gel,30/50 Ceramic,Completed,7,1627.0,1818.0
STG-01118,WL-036,10,2018-07-19 10:26,224.0,Hybrid,100 Mesh Sand,Completed,8,1818.0,2009.0
STG-01119,WL-036,11,2018-07-19 10:39,113.0,Crosslinked Gel,30/50 Ceramic,Completed,8,2009.0,2200.0
STG-01120,WL-036,12,2018-07-19 21:06,187.0,Slickwater,20/40 RCP,Completed,5,2200.0,2391.0
STG-01121,WL-036,13,2018-07-20 19:47,141.0,Crosslinked Gel,40/70 Sand,Completed,6,2391.0,2582.0
STG-01122,WL-036,14,2018-07-20 19:07,151.0,Linear Gel,40/70 Sand,Completed,8,2582.0,2772.0
STG-01123,WL-036,15,2018-07-20 22:41,192.0,Hybrid,30/50 Ceramic,Completed,6,2772.0,2963.0
STG-01124,WL-036,16,2018-07-20 15:26,145.0,Crosslinked Gel,100 Mesh Sand,Completed,4,2963.0,3154.0
STG-01125,WL-036,17,2018-07-21 01:06,238.0,Slickwater,100 Mesh Sand,Completed,5,3154.0,3345.0
STG-01126,WL-036,18,2018-07-20 12:06,193.0,Slickwater,40/70 Sand,Completed,4,3345.0,3536.0
STG-01127,WL-037,1,2018-02-18 00:00,163.0,Slickwater,20/40 RCP,Completed,7,100.0,169.0
STG-01128,WL-037,2,2018-02-18 04:34,166.0,Crosslinked Gel,100 Mesh Sand,Screen-out,6,169.0,238.0
STG-01129,WL-037,3,2018-02-18 07:19,148.0,Slickwater,100 Mesh Sand,Completed,5,238.0,308.0
STG-01130,WL-037,4,2018-02-18 14:54,95.0,Slickwater,20/40 RCP,Completed,4,308.0,377.0
STG-01131,WL-037,5,2018-02-18 16:19,114.0,Linear Gel,30/50 Ceramic,Completed,4,377.0,446.0
STG-01132,WL-037,6,2018-02-19 03:21,203.0,Crosslinked Gel,100 Mesh Sand,Completed,4,446.0,515.0
STG-01133,WL-037,7,2018-02-19 09:01,133.0,Slickwater,40/70 Sand,Completed,8,515.0,584.0
STG-01134,WL-037,8,2018-02-18 23:02,107.0,Hybrid,20/40 RCP,Screen-out,5,584.0,654.0
STG-01135,WL-037,9,2018-02-19 04:38,137.0,Hybrid,40/70 Sand,Completed,8,654.0,723.0
STG-01136,WL-037,10,2018-02-19 23:13,180.0,Linear Gel,100 Mesh Sand,Completed,8,723.0,792.0
STG-01137,WL-037,11,2018-02-19 16:44,238.0,Linear Gel,20/40 RCP,Completed,4,792.0,861.0
STG-01138,WL-037,12,2018-02-19 14:30,234.0,Hybrid,20/40 RCP,Completed,8,861.0,931.0
STG-01139,WL-037,13,2018-02-20 00:09,148.0,Hybrid,20/40 RCP,Completed,6,931.0,1000.0
STG-01140,WL-037,14,2018-02-21 02:11,171.0,Crosslinked Gel,30/50 Ceramic,Completed,7,1000.0,1069.0
STG-01141,WL-037,15,2018-02-21 02:05,173.0,Linear Gel,30/50 Ceramic,Completed,8,1069.0,1138.0
STG-01142,WL-037,16,2018-02-20 07:49,204.0,Hybrid,20/40 RCP,Completed,8,1138.0,1207.0
STG-01143,WL-037,17,2018-02-21 20:27,156.0,Crosslinked Gel,30/50 Ceramic,Completed,7,1207.0,1277.0
STG-01144,WL-037,18,2018-02-21 01:49,129.0,Linear Gel,100 Mesh Sand,Completed,4,1277.0,1346.0
STG-01145,WL-037,19,2018-02-22 11:04,99.0,Slickwater,40/70 Sand,Completed,6,1346.0,1415.0
STG-01146,WL-037,20,2018-02-20 09:22,131.0,Hybrid,40/70 Sand,Screen-out,6,1415.0,1484.0
STG-01147,WL-037,21,2018-02-20 13:18,174.0,Crosslinked Gel,40/70 Sand,Completed,4,1484.0,1553.0
STG-01148,WL-037,22,2018-02-20 17:22,177.0,Crosslinked Gel,40/70 Sand,Completed,5,1553.0,1623.0
STG-01149,WL-037,23,2018-02-21 11:29,157.0,Hybrid,40/70 Sand,Completed,6,1623.0,1692.0
STG-01150,WL-037,24,2018-02-23 04:57,163.0,Slickwater,20/40 RCP,Completed,8,1692.0,1761.0
STG-01151,WL-037,25,2018-02-23 18:05,239.0,Slickwater,30/50 Ceramic,Completed,7,1761.0,1830.0
STG-01152,WL-037,26,2018-02-21 15:58,184.0,Slickwater,30/50 Ceramic,Completed,4,1830.0,1900.0
STG-01153,WL-037,27,2018-02-23 15:00,183.0,Linear Gel,100 Mesh Sand,Completed,4,1900.0,1969.0
STG-01154,WL-037,28,2018-02-24 11:40,149.0,Crosslinked Gel,30/50 Ceramic,Completed,7,1969.0,2038.0
STG-01155,WL-037,29,2018-02-22 22:59,161.0,Slickwater,40/70 Sand,Completed,8,2038.0,2107.0
STG-01156,WL-037,30,2018-02-24 23:47,124.0,Linear Gel,100 Mesh Sand,Screen-out,6,2107.0,2176.0
STG-01157,WL-037,31,2018-02-23 17:11,226.0,Crosslinked Gel,40/70 Sand,Completed,6,2176.0,2246.0
STG-01158,WL-037,32,2018-02-23 19:43,170.0,Hybrid,40/70 Sand,Completed,4,2246.0,2315.0
STG-01159,WL-037,33,2018-02-24 16:40,110.0,Linear Gel,20/40 RCP,Completed,8,2315.0,2384.0
STG-01160,WL-038,1,2022-12-13 00:00,109.0,Hybrid,20/40 RCP,Completed,6,100.0,152.0
STG-01161,WL-038,2,2022-12-13 05:21,131.0,Hybrid,40/70 Sand,Completed,6,152.0,205.0
STG-01162,WL-038,3,2022-12-13 06:29,232.0,Slickwater,20/40 RCP,Completed,6,205.0,257.0
STG-01163,WL-038,4,2022-12-13 09:45,159.0,Linear Gel,40/70 Sand,Partial,5,257.0,310.0
STG-01164,WL-038,5,2022-12-13 17:46,163.0,Hybrid,20/40 RCP,Completed,7,310.0,362.0
STG-01165,WL-038,6,2022-12-14 00:47,178.0,Hybrid,40/70 Sand,Completed,5,362.0,415.0
