param_id,stage_id,well_id,treating_pressure_psi,isip_psi,frac_closure_pressure_psi,net_pressure_psi,slurry_rate_bpm,max_rate_bpm,proppant_concentration_lb_gal,total_fluid_mgal,total_proppant_klb,fluid_efficiency_pct,breakdown_pressure_psi,friction_pressure_psi,bottomhole_pressure_psi
PRM-00714,STG-00715,WL-024,6619.0,3484.0,3091.0,3528.0,95.5,102.0,1.89,494.2,324.3,42.1,7579.0,1783.0,8971.0
PRM-00715,STG-00716,WL-024,8086.0,4556.0,4226.0,3860.0,84.4,90.6,1.23,550.2,255.0,44.0,8727.0,1465.0,10363.0
PRM-00716,STG-00717,WL-024,7622.0,3946.0,3532.0,4090.0,83.2,83.4,2.25,304.7,501.6,52.1,8696.0,2092.0,9773.0
PRM-00717,STG-00718,WL-024,6259.0,2961.0,2617.0,3642.0,85.9,95.0,0.87,574.4,457.6,36.9,6955.0,2328.0,7986.0
PRM-00718,STG-00719,WL-024,7928.0,4266.0,3828.0,4100.0,74.1,81.9,1.46,326.2,400.2,52.3,8565.0,1542.0,9434.0
PRM-00719,STG-00720,WL-024,8467.0,4192.0,3965.0,4502.0,90.0,96.8,2.09,311.5,252.2,71.7,9788.0,2356.0,10052.0
PRM-00720,STG-00721,WL-024,6758.0,3839.0,3330.0,3428.0,73.6,77.4,2.14,294.3,225.4,51.3,7449.0,2422.0,8355.0
PRM-00721,STG-00722,WL-024,8531.0,4288.0,4068.0,4463.0,93.5,94.7,0.63,389.6,529.5,46.7,9434.0,2442.0,10627.0
PRM-00722,STG-00723,WL-024,8513.0,3982.0,3739.0,4774.0,93.3,103.1,1.91,313.5,392.7,43.1,9487.0,1990.0,10068.0
PRM-00723,STG-00724,WL-024,8068.0,4786.0,4080.0,3988.0,65.1,74.1,1.89,218.7,366.1,69.1,9106.0,1566.0,9690.0
PRM-00724,STG-00725,WL-024,6437.0,3386.0,3098.0,3339.0,98.7,105.7,1.65,414.5,509.9,69.2,7214.0,2590.0,8229.0
PRM-00725,STG-00726,WL-024,6906.0,3241.0,3059.0,3847.0,94.2,95.0,1.67,702.7,509.6,55.0,7640.0,2201.0,9200.0
PRM-00726,STG-00727,WL-024,7857.0,4371.0,4130.0,3727.0,65.4,68.7,2.13,373.6,403.5,39.3,8847.0,1337.0,10327.0
PRM-00727,STG-00728,WL-024,6122.0,2790.0,2390.0,3732.0,90.1,98.5,1.55,423.8,314.5,58.4,6686.0,2656.0,7926.0
PRM-00728,STG-00729,WL-024,8991.0,4181.0,3716.0,5275.0,97.3,106.1,1.25,781.4,206.6,55.5,10377.0,1289.0,10776.0
PRM-00729,STG-00730,WL-024,5787.0,3315.0,3094.0,2693.0,63.2,66.6,2.21,369.5,210.8,59.5,6209.0,1306.0,7503.0
PRM-00730,STG-00731,WL-024,7193.0,3792.0,3454.0,3739.0,83.6,88.8,2.08,449.4,422.3,54.0,8000.0,2547.0,8923.0
PRM-00731,STG-00732,WL-024,9190.0,4143.0,3877.0,5313.0,49.5,50.1,0.9,289.4,510.0,39.3,10332.0,2175.0,10965.0
PRM-00732,STG-00733,WL-024,8055.0,4017.0,3750.0,4305.0,61.0,64.8,2.0,237.8,256.9,58.1,9512.0,2582.0,9927.0
PRM-00733,STG-00734,WL-024,8768.0,4220.0,3969.0,4799.0,91.0,93.7,1.37,366.9,248.3,36.0,9233.0,2196.0,10930.0
PRM-00734,STG-00735,WL-024,6610.0,3311.0,2888.0,3722.0,87.2,100.3,0.62,307.6,524.6,41.9,7705.0,1557.0,8191.0
PRM-00735,STG-00736,WL-024,6566.0,3816.0,3456.0,3110.0,94.4,106.5,1.31,643.9,439.6,47.6,7410.0,1977.0,8420.0
PRM-00736,STG-00737,WL-024,7698.0,4223.0,3694.0,4004.0,67.8,74.6,1.28,432.8,531.1,64.6,8600.0,2700.0,9935.0
PRM-00737,STG-00738,WL-024,6600.0,3423.0,3210.0,3390.0,82.8,87.2,1.89,637.1,398.3,47.0,7142.0,1260.0,8143.0
PRM-00738,STG-00739,WL-024,7808.0,4287.0,4017.0,3791.0,84.6,89.2,2.2,426.4,356.4,72.1,9017.0,1611.0,9872.0
PRM-00739,STG-00740,WL-024,8139.0,4313.0,3689.0,4450.0,65.5,74.8,1.68,526.0,294.3,60.7,9617.0,2282.0,9996.0
PRM-00740,STG-00741,WL-024,9130.0,5424.0,4974.0,4156.0,70.1,79.9,2.25,402.8,522.7,50.9,10892.0,2324.0,10672.0
PRM-00741,STG-00742,WL-024,7618.0,4464.0,3861.0,3757.0,79.4,85.0,1.42,448.2,388.7,68.2,8017.0,1637.0,9120.0
PRM-00742,STG-00743,WL-024,8774.0,5000.0,4712.0,4062.0,97.8,109.2,1.72,338.5,271.8,58.0,10128.0,2679.0,10986.0
PRM-00743,STG-00744,WL-024,7030.0,3552.0,3164.0,3866.0,88.5,90.7,0.58,324.1,321.2,35.9,7522.0,2247.0,9332.0
PRM-00744,STG-00745,WL-024,8015.0,3808.0,3565.0,4450.0,88.7,99.5,2.01,616.9,209.7,36.3,8525.0,1279.0,9850.0
PRM-00745,STG-00746,WL-024,7617.0,4010.0,3556.0,4061.0,81.3,81.9,1.04,259.5,518.0,47.0,8605.0,1853.0,9391.0
PRM-00746,STG-00747,WL-024,7666.0,4595.0,4236.0,3430.0,73.2,77.5,1.26,317.3,408.0,71.2,8693.0,1921.0,9813.0
PRM-00747,STG-00748,WL-025,9609.0,5697.0,5111.0,4498.0,53.8,56.3,0.58,186.2,300.9,63.0,11280.0,2370.0,12098.0
PRM-00748,STG-00749,WL-025,7995.0,4517.0,4196.0,3799.0,74.5,80.4,1.97,433.1,215.4,46.7,9181.0,2227.0,9704.0
PRM-00749,STG-00750,WL-025,7200.0,3273.0,3086.0,4114.0,77.3,83.4,1.64,389.6,504.9,65.2,8034.0,2394.0,8905.0
PRM-00750,STG-00751,WL-025,8647.0,3915.0,3503.0,5144.0,88.9,100.3,2.17,537.7,326.0,66.0,9453.0,1718.0,10826.0
PRM-00751,STG-00752,WL-025,6398.0,3420.0,3142.0,3256.0,66.5,76.3,1.12,509.4,513.7,65.7,7622.0,1546.0,8669.0
PRM-00752,STG-00753,WL-025,5808.0,3365.0,2984.0,2824.0,94.2,100.1,0.54,756.5,404.8,68.3,6368.0,2709.0,7488.0
PRM-00753,STG-00754,WL-025,9461.0,5198.0,4852.0,4609.0,50.2,55.9,1.0,204.1,298.1,48.2,10692.0,1299.0,11170.0
PRM-00754,STG-00755,WL-025,6806.0,3924.0,3704.0,3102.0,88.7,96.1,2.39,318.9,436.3,59.0,8144.0,2227.0,8337.0
PRM-00755,STG-00756,WL-025,7476.0,4176.0,3830.0,3646.0,96.2,110.5,2.09,475.2,395.2,38.6,8598.0,1653.0,9616.0
PRM-00756,STG-00757,WL-025,6635.0,3192.0,2980.0,3655.0,84.9,89.1,0.76,627.6,275.8,54.5,7903.0,1563.0,8525.0
PRM-00757,STG-00758,WL-025,7769.0,4203.0,3899.0,3870.0,90.2,93.3,2.3,633.4,519.5,36.0,8605.0,1426.0,9979.0
PRM-00758,STG-00759,WL-025,7225.0,4158.0,3713.0,3512.0,69.9,74.5,1.36,239.6,426.7,37.6,8021.0,2424.0,9640.0
PRM-00759,STG-00760,WL-025,7597.0,3890.0,3410.0,4187.0,76.9,82.0,1.91,299.7,529.7,66.8,8672.0,1377.0,9725.0
PRM-00760,STG-00761,WL-025,9836.0,5207.0,4546.0,5290.0,56.3,63.7,1.42,268.6,281.1,41.8,10956.0,1499.0,12109.0
PRM-00761,STG-00762,WL-025,6407.0,3339.0,3023.0,3384.0,74.0,82.0,1.22,462.5,495.8,70.9,7594.0,1726.0,8859.0
PRM-00762,STG-00763,WL-025,7445.0,4351.0,3965.0,3480.0,71.0,75.7,1.05,262.4,289.8,64.1,8817.0,2279.0,9149.0
PRM-00763,STG-00764,WL-025,7289.0,4300.0,3897.0,3392.0,70.6,71.8,0.8,540.9,210.1,40.6,7981.0,1651.0,9393.0
PRM-00764,STG-00765,WL-025,7952.0,3891.0,3650.0,4302.0,69.8,71.9,2.43,424.5,179.5,72.9,8758.0,1905.0,10159.0
PRM-00765,STG-00766,WL-025,8048.0,4331.0,3700.0,4348.0,72.7,72.8,1.61,283.4,450.2,53.3,8610.0,2263.0,9762.0
PRM-00766,STG-00767,WL-025,6419.0,3417.0,3231.0,3188.0,64.6,66.0,0.55,325.6,195.5,63.3,6805.0,1373.0,8428.0
PRM-00767,STG-00768,WL-025,7260.0,3773.0,3434.0,3826.0,98.1,104.8,2.39,477.9,468.5,49.2,8654.0,2165.0,9339.0
PRM-00768,STG-00769,WL-025,7384.0,3813.0,3559.0,3825.0,64.6,66.0,2.17,204.0,186.7,70.5,8561.0,1463.0,9450.0
PRM-00769,STG-00770,WL-025,7778.0,3865.0,3439.0,4339.0,67.1,68.8,2.22,527.6,327.6,50.3,9184.0,1781.0,10230.0
PRM-00770,STG-00771,WL-025,7705.0,3921.0,3646.0,4059.0,60.2,61.4,1.05,475.3,400.3,39.4,9156.0,2402.0,9795.0
PRM-00771,STG-00772,WL-025,7317.0,4137.0,3617.0,3700.0,77.2,85.6,2.02,355.4,315.7,51.8,8760.0,1759.0,9739.0
PRM-00772,STG-00773,WL-025,7254.0,4263.0,3721.0,3533.0,78.0,80.3,1.99,408.8,351.4,52.0,8439.0,2168.0,9443.0
PRM-00773,STG-00774,WL-025,8595.0,4232.0,4016.0,4579.0,79.3,84.1,0.59,495.6,482.8,35.4,9244.0,2244.0,10707.0
PRM-00774,STG-00775,WL-025,6952.0,3925.0,3394.0,3558.0,87.5,93.4,1.15,538.0,380.8,70.2,7739.0,2543.0,9042.0
PRM-00775,STG-00776,WL-025,8141.0,3898.0,3360.0,4781.0,83.2,88.4,1.51,315.9,325.8,37.9,8669.0,1865.0,9946.0
PRM-00776,STG-00777,WL-025,7344.0,4140.0,3909.0,3435.0,81.2,87.7,1.91,564.8,273.9,68.3,8113.0,1360.0,9518.0
PRM-00777,STG-00778,WL-025,8033.0,3624.0,3435.0,4598.0,79.0,84.5,0.89,262.8,411.5,67.7,9047.0,1993.0,10463.0
PRM-00778,STG-00779,WL-025,7673.0,3794.0,3409.0,4264.0,81.8,92.0,0.95,272.1,342.7,70.8,8534.0,1228.0,10035.0
PRM-00779,STG-00780,WL-025,7737.0,3684.0,3495.0,4242.0,84.9,86.2,0.55,678.9,326.1,51.9,8480.0,2648.0,10106.0
PRM-00780,STG-00781,WL-025,7353.0,4001.0,3454.0,3899.0,73.5,81.1,1.84,274.1,188.4,43.5,8667.0,1294.0,9068.0
PRM-00781,STG-00782,WL-025,7408.0,4443.0,4048.0,3360.0,77.3,85.7,1.91,350.6,244.8,47.6,8699.0,2165.0,9297.0
PRM-00782,STG-00783,WL-025,9144.0,4342.0,4021.0,5123.0,76.1,81.6,1.19,496.1,326.6,72.6,10004.0,1865.0,11431.0
PRM-00783,STG-00784,WL-025,8734.0,4646.0,4075.0,4659.0,81.9,94.2,0.61,456.8,325.8,47.3,10329.0,2282.0,10575.0
PRM-00784,STG-00785,WL-025,8473.0,4936.0,4216.0,4257.0,66.4,72.4,1.18,473.0,302.0,69.2,9382.0,2384.0,10601.0
PRM-00785,STG-00786,WL-025,7624.0,3860.0,3546.0,4078.0,65.6,65.8,1.92,299.8,496.6,43.6,8085.0,2113.0,9880.0
PRM-00786,STG-00787,WL-025,8978.0,5348.0,4756.0,4222.0,63.3,71.4,2.3,359.4,223.6,71.3,10109.0,2151.0,11186.0
PRM-00787,STG-00788,WL-025,7932.0,4560.0,4081.0,3851.0,64.9,69.0,2.12,239.9,356.7,55.4,9453.0,2077.0,10385.0
PRM-00788,STG-00789,WL-025,7957.0,4550.0,4259.0,3698.0,87.2,97.9,1.71,460.0,388.0,39.9,9368.0,1863.0,9711.0
PRM-00789,STG-00790,WL-025,6848.0,3975.0,3380.0,3468.0,77.3,83.0,2.12,376.6,275.1,39.0,7965.0,1642.0,8792.0
PRM-00790,STG-00791,WL-025,7302.0,4142.0,3802.0,3500.0,66.1,74.1,1.79,475.3,520.2,39.4,7942.0,2631.0,9517.0
PRM-00791,STG-00792,WL-026,7116.0,3885.0,3607.0,3509.0,86.6,95.4,1.33,596.5,193.1,53.9,8432.0,1738.0,8910.0
PRM-00792,STG-00793,WL-026,7718.0,4069.0,3615.0,4103.0,65.2,73.4,0.93,333.0,422.3,73.0,9037.0,1804.0,10007.0
PRM-00793,STG-00794,WL-026,7774.0,3908.0,3675.0,4099.0,66.7,69.1,0.57,208.4,320.9,43.3,9294.0,1240.0,10060.0
PRM-00794,STG-00795,WL-026,7363.0,4327.0,3706.0,3657.0,65.6,66.1,1.6,449.6,279.1,39.6,7810.0,2417.0,9349.0
PRM-00795,STG-00796,WL-026,7447.0,3734.0,3441.0,4006.0,76.7,86.9,2.36,438.1,517.7,47.8,8245.0,2182.0,9571.0
PRM-00796,STG-00797,WL-026,5510.0,3295.0,2890.0,2620.0,92.8,94.2,1.37,286.9,448.9,49.1,6119.0,1226.0,7825.0
PRM-00797,STG-00798,WL-026,7133.0,3594.0,3375.0,3758.0,83.2,90.8,0.65,659.7,242.0,73.0,8558.0,1795.0,8932.0
PRM-00798,STG-00799,WL-026,8471.0,4805.0,4415.0,4056.0,74.2,74.4,1.65,583.4,488.6,48.5,9078.0,1573.0,10876.0
PRM-00799,STG-00800,WL-026,7926.0,3611.0,3262.0,4664.0,68.8,71.1,1.12,245.0,407.6,41.6,8604.0,2004.0,9697.0
PRM-00800,STG-00801,WL-026,7458.0,3422.0,3004.0,4454.0,89.2,96.8,1.16,473.5,421.3,65.9,8869.0,1618.0,9293.0
PRM-00801,STG-00802,WL-026,8023.0,4169.0,3599.0,4424.0,97.1,104.3,2.3,342.6,210.1,39.3,8840.0,1437.0,10159.0
PRM-00802,STG-00803,WL-026,8564.0,4954.0,4313.0,4251.0,64.7,68.6,1.88,245.7,329.6,38.0,9886.0,1604.0,10375.0
PRM-00803,STG-00804,WL-026,6160.0,2884.0,2616.0,3544.0,94.6,100.4,1.49,638.9,390.8,42.7,7157.0,1403.0,7764.0
PRM-00804,STG-00805,WL-026,6754.0,3350.0,3056.0,3698.0,79.0,86.6,1.4,387.5,441.9,63.6,7388.0,1716.0,8692.0
PRM-00805,STG-00806,WL-026,8039.0,3988.0,3392.0,4647.0,99.4,100.0,2.13,531.0,238.1,44.8,8579.0,2053.0,10397.0
PRM-00806,STG-00807,WL-026,9125.0,4653.0,4378.0,4747.0,45.2,48.7,2.12,340.2,490.9,62.8,9734.0,2104.0,10874.0
PRM-00807,STG-00808,WL-026,8062.0,4150.0,3532.0,4530.0,85.4,85.7,1.01,596.8,195.9,35.3,8599.0,1583.0,9783.0
PRM-00808,STG-00809,WL-026,7604.0,4400.0,4055.0,3549.0,87.1,96.6,1.09,564.8,386.8,61.7,8977.0,2592.0,9683.0
PRM-00809,STG-00810,WL-026,6650.0,3421.0,3247.0,3403.0,85.7,88.1,2.14,368.6,178.5,53.8,7852.0,1560.0,8627.0
PRM-00810,STG-00811,WL-026,7272.0,3466.0,3291.0,3981.0,74.5,75.8,1.25,240.3,548.6,64.0,7692.0,1248.0,8877.0
PRM-00811,STG-00812,WL-026,6702.0,3987.0,3485.0,3217.0,97.6,105.1,0.89,521.4,237.0,57.8,7260.0,2411.0,8512.0
PRM-00812,STG-00813,WL-026,7680.0,3959.0,3500.0,4180.0,91.6,104.5,2.14,581.7,285.2,41.6,8113.0,1926.0,9981.0
PRM-00813,STG-00814,WL-026,7985.0,4518.0,4106.0,3879.0,96.8,108.1,1.57,605.0,213.9,38.7,8591.0,1220.0,10079.0
PRM-00814,STG-00815,WL-026,7765.0,4638.0,4088.0,3677.0,62.5,71.6,2.31,210.0,481.5,46.5,9189.0,2609.0,10023.0
PRM-00815,STG-00816,WL-026,8100.0,4330.0,4024.0,4076.0,64.8,72.2,1.56,246.0,310.1,71.4,8523.0,2495.0,10538.0
PRM-00816,STG-00817,WL-026,7184.0,3320.0,3150.0,4034.0,60.8,64.4,1.76,341.2,412.4,48.3,8216.0,2521.0,9621.0
PRM-00817,STG-00818,WL-026,7747.0,4419.0,3973.0,3774.0,77.1,79.6,1.77,248.7,497.3,41.8,8135.0,2349.0,9358.0
PRM-00818,STG-00819,WL-026,6853.0,3660.0,3156.0,3697.0,75.9,81.6,1.85,502.4,197.2,48.5,7500.0,1307.0,9249.0
PRM-00819,STG-00820,WL-026,6679.0,3699.0,3396.0,3283.0,64.9,69.0,0.63,220.2,541.7,63.1,7771.0,2448.0,8657.0
PRM-00820,STG-00821,WL-026,7326.0,4315.0,4063.0,3263.0,84.1,96.6,0.91,658.4,521.0,70.0,8789.0,1591.0,9668.0
PRM-00821,STG-00822,WL-026,7475.0,4287.0,3771.0,3704.0,69.2,78.2,0.7,332.5,543.4,35.2,7872.0,1945.0,9214.0
PRM-00822,STG-00823,WL-026,7999.0,3693.0,3432.0,4567.0,66.5,70.7,1.28,317.3,245.9,38.7,8980.0,1345.0,9628.0
PRM-00823,STG-00824,WL-026,8944.0,4346.0,3839.0,5105.0,94.4,98.3,2.35,599.5,486.0,57.0,10360.0,2789.0,10576.0
PRM-00824,STG-00825,WL-026,7586.0,4361.0,3930.0,3656.0,93.9,106.8,1.86,366.0,533.9,73.7,8929.0,1696.0,9282.0
PRM-00825,STG-00826,WL-026,7300.0,3885.0,3402.0,3898.0,78.1,86.9,2.26,496.0,213.9,38.8,8016.0,1819.0,9423.0
PRM-00826,STG-00827,WL-026,7592.0,3926.0,3393.0,4199.0,96.7,96.8,1.44,422.4,279.4,56.3,8094.0,1827.0,9681.0
PRM-00827,STG-00828,WL-026,9713.0,4773.0,4105.0,5608.0,35.3,36.1,2.05,121.0,531.2,73.4,10254.0,2764.0,11218.0
PRM-00828,STG-00829,WL-026,7195.0,4251.0,3716.0,3479.0,72.7,81.1,1.81,327.3,206.4,56.1,8556.0,1886.0,9565.0
PRM-00829,STG-00830,WL-027,8092.0,4186.0,3929.0,4163.0,99.2,111.8,2.42,613.3,299.7,43.4,9254.0,1316.0,10429.0
PRM-00830,STG-00831,WL-027,8647.0,5000.0,4625.0,4022.0,99.0,107.4,1.38,402.5,199.0,52.9,9480.0,2004.0,10486.0
PRM-00831,STG-00832,WL-027,6012.0,3388.0,2961.0,3051.0,81.8,92.2,2.25,500.2,380.1,57.3,6499.0,2198.0,7870.0
PRM-00832,STG-00833,WL-027,7370.0,4120.0,3835.0,3535.0,63.8,65.3,1.29,400.9,544.9,46.1,8103.0,2241.0,9627.0
PRM-00833,STG-00834,WL-027,10756.0,6049.0,5217.0,5539.0,45.3,49.1,2.12,146.1,340.2,73.1,12573.0,2126.0,12903.0
PRM-00834,STG-00835,WL-027,7403.0,3699.0,3316.0,4087.0,99.1,105.3,2.23,699.2,297.4,41.0,8837.0,1847.0,9778.0
PRM-00835,STG-00836,WL-027,8082.0,3866.0,3511.0,4571.0,81.9,89.6,0.55,652.2,462.8,37.1,8742.0,1319.0,9871.0
PRM-00836,STG-00837,WL-027,8324.0,4510.0,3895.0,4429.0,82.0,92.4,1.05,487.7,268.0,59.7,8973.0,1484.0,10697.0
PRM-00837,STG-00838,WL-027,9086.0,5101.0,4835.0,4251.0,86.4,96.7,1.31,615.4,274.6,47.1,10695.0,2414.0,10883.0
PRM-00838,STG-00839,WL-027,6468.0,3018.0,2866.0,3602.0,88.9,89.9,1.04,325.6,483.7,53.9,7570.0,2462.0,8728.0
PRM-00839,STG-00840,WL-027,7259.0,3647.0,3219.0,4040.0,78.2,89.0,1.69,601.7,541.4,45.8,8699.0,2272.0,9223.0
PRM-00840,STG-00841,WL-027,6322.0,3105.0,2876.0,3446.0,64.5,70.4,0.73,316.4,306.7,39.1,7446.0,2162.0,8783.0
PRM-00841,STG-00842,WL-027,8087.0,4452.0,3797.0,4290.0,67.0,67.1,1.45,351.2,419.4,40.2,8797.0,1887.0,10074.0
PRM-00842,STG-00843,WL-027,7824.0,4220.0,3752.0,4072.0,71.8,73.5,0.53,557.3,205.5,50.1,8952.0,2076.0,9555.0
PRM-00843,STG-00844,WL-027,6824.0,3423.0,3099.0,3725.0,84.6,89.2,2.22,307.0,458.7,49.6,8065.0,1263.0,9312.0
PRM-00844,STG-00845,WL-027,8502.0,3874.0,3401.0,5101.0,84.2,95.4,1.47,630.9,216.0,57.0,9454.0,1316.0,10716.0
PRM-00845,STG-00846,WL-027,8409.0,4671.0,4247.0,4162.0,84.6,87.6,1.52,378.1,338.9,72.7,9572.0,1698.0,10359.0
PRM-00846,STG-00847,WL-027,7140.0,3527.0,3044.0,4096.0,87.2,97.2,1.13,641.7,473.4,37.7,7510.0,2637.0,9221.0
PRM-00847,STG-00848,WL-027,7825.0,3934.0,3734.0,4091.0,69.3,79.5,1.73,530.9,367.1,60.4,8736.0,1986.0,10007.0
PRM-00848,STG-00849,WL-027,7261.0,3349.0,3109.0,4152.0,62.9,67.5,0.89,429.0,358.2,48.4,7714.0,2080.0,9032.0
PRM-00849,STG-00850,WL-027,6946.0,3766.0,3379.0,3567.0,99.1,113.5,0.72,719.2,255.9,65.9,8229.0,1734.0,9438.0
PRM-00850,STG-00851,WL-027,8399.0,4757.0,4193.0,4206.0,81.4,88.3,2.09,563.4,399.7,56.3,9856.0,2771.0,10310.0
PRM-00851,STG-00852,WL-027,8042.0,4540.0,3877.0,4165.0,64.0,67.5,2.05,251.6,315.6,59.4,8588.0,2678.0,9620.0
PRM-00852,STG-00853,WL-027,9950.0,4970.0,4558.0,5392.0,41.7,44.1,1.98,333.5,401.8,54.5,11925.0,1542.0,11868.0
PRM-00853,STG-00854,WL-027,7811.0,3857.0,3310.0,4501.0,90.6,90.8,2.03,292.2,286.0,52.1,8682.0,2781.0,9781.0
PRM-00854,STG-00855,WL-028,7888.0,4131.0,3901.0,3987.0,84.0,91.4,0.69,310.5,319.9,48.8,9023.0,2657.0,9662.0
PRM-00855,STG-00856,WL-028,7259.0,3817.0,3479.0,3780.0,98.3,108.3,0.84,703.5,446.1,49.0,7964.0,2295.0,8975.0
PRM-00856,STG-00857,WL-028,6472.0,2920.0,2523.0,3949.0,98.8,107.5,1.36,551.1,539.7,43.0,7563.0,2454.0,8085.0
PRM-00857,STG-00858,WL-028,7235.0,4246.0,3984.0,3251.0,67.8,77.5,1.73,455.6,545.8,48.7,7711.0,1501.0,9235.0
PRM-00858,STG-00859,WL-028,7130.0,3914.0,3510.0,3620.0,72.9,81.8,1.18,438.4,424.4,41.2,8331.0,1303.0,8824.0
PRM-00859,STG-00860,WL-028,7810.0,4283.0,3871.0,3939.0,94.2,97.2,1.01,427.3,299.0,67.4,9107.0,1432.0,9774.0
PRM-00860,STG-00861,WL-028,6954.0,3790.0,3536.0,3418.0,62.0,65.3,1.72,402.1,233.6,46.3,8179.0,1280.0,8851.0
PRM-00861,STG-00862,WL-028,8422.0,4257.0,3646.0,4776.0,71.4,79.1,2.32,443.8,457.8,56.1,9981.0,1701.0,10496.0
PRM-00862,STG-00863,WL-028,4362.0,2261.0,2139.0,2223.0,68.2,70.9,2.01,261.2,345.5,62.3,5196.0,2262.0,6733.0
PRM-00863,STG-00864,WL-028,7727.0,4436.0,4008.0,3719.0,74.4,77.0,1.7,227.5,234.9,64.7,8725.0,1858.0,9496.0
PRM-00864,STG-00865,WL-028,8158.0,3933.0,3387.0,4771.0,98.9,107.4,0.79,661.3,214.3,66.2,9015.0,2765.0,10092.0
PRM-00865,STG-00866,WL-028,7768.0,3671.0,3289.0,4479.0,78.6,85.6,1.86,277.3,488.3,45.7,8909.0,2778.0,9317.0
PRM-00866,STG-00867,WL-028,7626.0,3720.0,3230.0,4396.0,98.2,101.8,1.47,692.9,300.7,68.3,8710.0,2661.0,9358.0
PRM-00867,STG-00868,WL-028,8281.0,3877.0,3565.0,4716.0,60.2,63.0,1.52,349.9,550.5,70.1,9666.0,1225.0,10598.0
PRM-00868,STG-00869,WL-028,6855.0,3317.0,2877.0,3978.0,78.7,87.7,1.35,481.3,284.6,74.6,7998.0,1673.0,8600.0
PRM-00869,STG-00870,WL-028,7133.0,3443.0,3169.0,3964.0,65.5,72.2,1.6,314.7,403.3,46.7,7843.0,2290.0,8982.0
PRM-00870,STG-00871,WL-028,7062.0,3466.0,3022.0,4040.0,63.5,64.1,2.16,369.1,496.1,64.6,7639.0,1829.0,8626.0
PRM-00871,STG-00872,WL-028,6499.0,3145.0,2779.0,3720.0,91.7,93.5,2.11,628.5,254.0,38.0,7791.0,2249.0,8541.0
PRM-00872,STG-00873,WL-028,7984.0,4559.0,4046.0,3938.0,60.7,69.6,0.87,412.0,421.8,61.6,9529.0,1522.0,10348.0
PRM-00873,STG-00874,WL-028,7878.0,3925.0,3647.0,4231.0,99.6,106.1,0.82,783.1,369.9,53.7,9437.0,1880.0,9982.0
PRM-00874,STG-00875,WL-028,6612.0,2991.0,2727.0,3885.0,83.7,86.1,0.53,390.9,176.8,42.7,7591.0,1286.0,8425.0
PRM-00875,STG-00876,WL-028,8870.0,4190.0,3668.0,5202.0,83.2,84.3,1.82,380.2,446.6,38.1,9880.0,2713.0,10588.0
PRM-00876,STG-00877,WL-028,7145.0,3864.0,3472.0,3673.0,87.2,89.0,1.79,700.3,499.1,46.6,8212.0,2181.0,9176.0
PRM-00877,STG-00878,WL-028,7284.0,4024.0,3734.0,3550.0,85.5,88.7,2.26,451.0,396.0,62.1,8634.0,1817.0,9563.0
PRM-00878,STG-00879,WL-028,7350.0,3949.0,3400.0,3950.0,65.2,66.4,2.43,488.5,480.5,58.8,8098.0,1256.0,9392.0
PRM-00879,STG-00880,WL-028,7576.0,3850.0,3564.0,4012.0,64.0,71.9,2.1,320.4,519.3,43.7,8254.0,1534.0,9841.0
PRM-00880,STG-00881,WL-028,7548.0,4395.0,3769.0,3779.0,85.5,85.9,1.28,557.3,335.9,62.8,8422.0,2084.0,9606.0
PRM-00881,STG-00882,WL-028,7599.0,3736.0,3482.0,4117.0,79.0,84.3,1.44,485.8,321.9,59.1,9000.0,2586.0,9989.0
PRM-00882,STG-00883,WL-028,6788.0,3981.0,3446.0,3342.0,86.0,94.1,0.66,603.9,227.1,64.4,8003.0,2705.0,8490.0
PRM-00883,STG-00884,WL-028,6731.0,3342.0,3033.0,3698.0,69.6,77.3,1.22,416.3,519.2,54.6,7097.0,1303.0,8769.0
PRM-00884,STG-00885,WL-028,6770.0,3780.0,3366.0,3404.0,92.4,101.8,1.32,577.5,456.1,65.6,8116.0,1753.0,8681.0
PRM-00885,STG-00886,WL-028,8061.0,3828.0,3405.0,4656.0,68.2,70.0,1.89,405.6,520.1,46.4,9014.0,1665.0,9795.0
PRM-00886,STG-00887,WL-028,8647.0,4236.0,3789.0,4858.0,84.1,88.5,1.84,491.7,421.9,68.4,10063.0,1714.0,10250.0
PRM-00887,STG-00888,WL-028,7653.0,3526.0,3116.0,4537.0,63.8,71.0,1.67,409.4,195.7,46.8,8912.0,2393.0,9399.0
PRM-00888,STG-00889,WL-028,8238.0,4198.0,3837.0,4401.0,68.4,70.2,1.54,298.8,521.7,62.3,9178.0,2146.0,10472.0
PRM-00889,STG-00890,WL-028,8181.0,4313.0,3731.0,4450.0,92.6,104.2,1.94,513.4,406.9,72.4,8758.0,1981.0,9940.0
PRM-00890,STG-00891,WL-028,8159.0,3844.0,3443.0,4716.0,95.1,99.8,0.86,316.3,475.2,41.3,8772.0,2259.0,10209.0
PRM-00891,STG-00892,WL-028,8257.0,3867.0,3562.0,4695.0,64.5,65.1,0.64,450.8,455.1,57.4,8775.0,2646.0,10664.0
PRM-00892,STG-00893,WL-028,7861.0,4494.0,3918.0,3943.0,93.1,97.7,1.64,650.7,291.1,60.1,8458.0,1614.0,9829.0
