pdat_id,stage_id,well_id,test_type,closure_pressure_psi,reservoir_pressure_psi,permeability_nd,fracture_gradient_psi_ft,skin_factor,leakoff_coefficient_Cw,contact_half_length_m,fracture_height_m,pdat_analyst,analysis_date,formation,aspect_ratio
PDT-00672,STG-00673,WL-022,DFIT,6379.0,6072.0,0.013925,0.693,2.5999999999999996,0.005319,83.25,61.25,R. Perez,2018-09-22,La Cocina,0.736
PDT-00673,STG-00674,WL-022,DFIT,5203.0,5193.0,0.036777,0.669,-1.72,0.0063045,147.0,142.5,S. Dottori,2018-09-18,La Cocina,0.969
PDT-00674,STG-00675,WL-022,DFIT,5224.0,5305.0,0.030125,0.844,2.1799999999999997,0.0019305000000000001,216.75,38.75,M. Gonzalez,2018-09-20,La Cocina,0.179
PDT-00675,STG-00676,WL-022,Minifrac,4813.0,4548.0,0.011142,0.726,1.54,0.005008500000000001,194.25,38.75,M. Gonzalez,2018-09-19,La Cocina,0.199
PDT-00676,STG-00677,WL-022,DFIT,5180.0,4195.0,0.020575,0.665,1.45,0.0054540000000000005,176.25,47.5,R. Perez,2018-09-21,La Cocina,0.27
PDT-00677,STG-00678,WL-023,Minifrac,4512.0,4600.0,0.031221,0.674,-5.0,0.0035955,232.29999999999998,96.3,M. Gonzalez,2022-08-04,Loma Amarilla,0.415
PDT-00678,STG-00679,WL-023,StepRate,6360.0,4452.0,0.029319,0.788,-4.52,0.0017935,372.59999999999997,72.9,M. Gonzalez,2022-08-04,Loma Amarilla,0.196
PDT-00679,STG-00680,WL-023,Minifrac,5869.0,4703.0,0.031558,0.664,-4.48,0.002516,111.55,98.10000000000001,R. Perez,2022-08-04,Loma Amarilla,0.879
PDT-00681,STG-00682,WL-023,StepRate,5384.0,4158.0,0.007952,0.79,0.6000000000000001,0.002873,380.65,95.4,S. Dottori,2022-08-04,Loma Amarilla,0.251
PDT-00682,STG-00683,WL-023,Minifrac,6039.0,5931.0,0.047459,0.725,-1.46,0.0007564999999999999,203.54999999999998,60.300000000000004,M. Gonzalez,2022-08-04,Loma Amarilla,0.296
PDT-00683,STG-00684,WL-023,DFIT,6464.0,5532.0,0.002427,0.808,-3.93,0.0014449999999999999,120.74999999999999,70.2,R. Perez,2022-08-04,Loma Amarilla,0.581
PDT-00684,STG-00685,WL-023,DFIT,5650.0,5608.0,0.012794,0.8,-4.43,0.0019379999999999998,295.54999999999995,94.5,S. Dottori,2022-08-05,Loma Amarilla,0.32
PDT-00685,STG-00686,WL-023,DFIT,5673.0,5774.0,0.022931,0.66,-0.67,0.0028815,303.59999999999997,44.1,S. Dottori,2022-08-05,Loma Amarilla,0.145
PDT-00686,STG-00687,WL-023,Minifrac,6277.0,5538.0,0.038524,0.722,-4.24,0.001207,95.44999999999999,55.800000000000004,R. Perez,2022-08-05,Loma Amarilla,0.585
PDT-00687,STG-00688,WL-023,DFIT,5417.0,3931.0,0.032692,0.792,1.0,0.001717,171.35,85.5,S. Dottori,2022-08-05,Loma Amarilla,0.499
PDT-00688,STG-00689,WL-023,DFIT,6748.0,4504.0,0.019722,0.751,0.75,0.0037484999999999997,270.25,45.0,R. Perez,2022-08-06,Loma Amarilla,0.167
PDT-00689,STG-00690,WL-023,DFIT,5488.0,4470.0,0.00203,0.714,0.050000000000000044,0.0018019999999999998,192.04999999999998,103.5,R. Perez,2022-08-05,Loma Amarilla,0.539
PDT-00690,STG-00691,WL-023,DFIT,5351.0,4278.0,0.046968,0.713,0.09999999999999998,0.0031620000000000003,338.09999999999997,102.60000000000001,R. Perez,2022-08-05,Loma Amarilla,0.303
PDT-00691,STG-00692,WL-023,DFIT,6864.0,5617.0,0.002792,0.681,-2.7,0.001258,186.29999999999998,108.0,R. Perez,2022-08-07,Loma Amarilla,0.58
PDT-00692,STG-00693,WL-023,Minifrac,5261.0,5795.0,0.023202,0.77,-2.59,0.0010455,147.2,33.300000000000004,R. Perez,2022-08-06,Loma Amarilla,0.226
PDT-00693,STG-00694,WL-023,Minifrac,4552.0,3979.0,0.022928,0.798,-4.4,0.001462,164.45,59.4,M. Gonzalez,2022-08-06,Loma Amarilla,0.361
PDT-00694,STG-00695,WL-023,DFIT,6321.0,5450.0,0.004151,0.778,-2.16,0.0040035,181.7,85.5,R. Perez,2022-08-08,Loma Amarilla,0.471
PDT-00695,STG-00696,WL-023,DFIT,5943.0,6013.0,0.009752,0.666,-0.39,0.000459,319.7,37.800000000000004,M. Gonzalez,2022-08-08,Loma Amarilla,0.118
PDT-00696,STG-00697,WL-023,DFIT,5118.0,5955.0,0.006714,0.849,-3.21,0.003952499999999999,150.64999999999998,42.300000000000004,S. Dottori,2022-08-07,Loma Amarilla,0.281
PDT-00697,STG-00698,WL-023,DFIT,6503.0,4987.0,0.03499,0.685,-1.0,0.0026945,326.59999999999997,51.300000000000004,S. Dottori,2022-08-07,Loma Amarilla,0.157
PDT-00698,STG-00699,WL-023,StepRate,6670.0,5344.0,0.021072,0.662,1.13,0.004063000000000001,97.74999999999999,55.800000000000004,R. Perez,2022-08-07,Loma Amarilla,0.571
PDT-00699,STG-00700,WL-023,StepRate,4947.0,5105.0,0.045442,0.715,1.27,0.0007989999999999999,372.59999999999997,63.0,S. Dottori,2022-08-07,Loma Amarilla,0.169
PDT-00700,STG-00701,WL-023,DFIT,6710.0,6234.0,0.014655,0.681,-4.46,0.002278,133.39999999999998,65.7,R. Perez,2022-08-08,Loma Amarilla,0.493
PDT-00701,STG-00702,WL-023,Minifrac,4795.0,4448.0,0.009901,0.761,0.6100000000000001,0.0023799999999999997,110.39999999999999,72.9,M. Gonzalez,2022-08-08,Loma Amarilla,0.66
PDT-00702,STG-00703,WL-023,Minifrac,5858.0,6472.0,0.010305,0.678,-1.22,0.0012835,290.95,106.2,R. Perez,2022-08-07,Loma Amarilla,0.365
PDT-00703,STG-00704,WL-023,DFIT,4927.0,5314.0,0.02938,0.782,-0.31,0.00272,126.49999999999999,90.9,S. Dottori,2022-08-09,Loma Amarilla,0.719
PDT-00704,STG-00705,WL-024,Minifrac,6802.0,5112.0,0.03202,0.651,-3.23,0.00175,105.0,55.0,R. Perez,2021-07-09,Organico,0.524
PDT-00705,STG-00706,WL-024,StepRate,6172.0,4950.0,0.049404,0.681,-1.67,0.00341,95.0,95.0,R. Perez,2021-07-09,Organico,1.0
PDT-00706,STG-00707,WL-024,DFIT,6347.0,5280.0,0.004891,0.761,-4.53,0.00056,320.0,74.0,M. Gonzalez,2021-07-09,Organico,0.231
PDT-00707,STG-00708,WL-024,DFIT,6224.0,4150.0,0.009614,0.814,-0.38,0.00334,193.0,66.0,M. Gonzalez,2021-07-09,Organico,0.342
PDT-00708,STG-00709,WL-024,DFIT,4749.0,6006.0,0.039857,0.74,-4.23,0.00282,187.0,77.0,S. Dottori,2021-07-09,Organico,0.412
PDT-00709,STG-00710,WL-024,Minifrac,6751.0,5906.0,0.039337,0.682,-2.49,0.00155,165.0,82.0,M. Gonzalez,2021-07-09,Organico,0.497
PDT-00710,STG-00711,WL-024,Minifrac,4887.0,4525.0,0.003322,0.686,-1.59,0.00205,135.0,43.0,S. Dottori,2021-07-10,Organico,0.319
PDT-00711,STG-00712,WL-024,Minifrac,6607.0,4295.0,0.042414,0.766,-3.14,0.00173,185.0,71.0,M. Gonzalez,2021-07-10,Organico,0.384
PDT-00712,STG-00713,WL-024,DFIT,6984.0,4295.0,0.035564,0.681,-1.22,0.00086,287.0,83.0,R. Perez,2021-07-10,Organico,0.289
PDT-00713,STG-00714,WL-024,Minifrac,5317.0,5552.0,0.049614,0.779,-4.22,0.00429,341.0,94.0,S. Dottori,2021-07-10,Organico,0.276
PDT-00714,STG-00715,WL-024,DFIT,6424.0,4514.0,0.036388,0.817,0.49,0.00173,188.0,67.0,M. Gonzalez,2021-07-11,Organico,0.356
PDT-00715,STG-00716,WL-024,StepRate,6656.0,4218.0,0.024453,0.746,1.29,0.00051,279.0,86.0,R. Perez,2021-07-11,Organico,0.308
PDT-00716,STG-00717,WL-024,DFIT,6144.0,6426.0,0.037221,0.663,-3.83,0.0042,170.0,94.0,S. Dottori,2021-07-11,Organico,0.553
PDT-00717,STG-00718,WL-024,DFIT,5904.0,4922.0,0.003692,0.735,0.53,0.00412,321.0,35.0,R. Perez,2021-07-11,Organico,0.109
PDT-00718,STG-00719,WL-024,DFIT,6256.0,5793.0,0.032916,0.849,1.08,0.00238,168.0,84.0,S. Dottori,2021-07-12,Organico,0.5
PDT-00719,STG-00720,WL-024,DFIT,6344.0,3852.0,0.046299,0.805,-2.24,0.00223,108.0,103.0,R. Perez,2021-07-11,Organico,0.954
PDT-00720,STG-00721,WL-024,DFIT,6545.0,4292.0,0.002906,0.84,-4.97,0.0049,277.0,60.0,M. Gonzalez,2021-07-12,Organico,0.217
PDT-00721,STG-00722,WL-024,StepRate,5463.0,5668.0,0.006826,0.758,1.45,0.00063,152.0,42.0,R. Perez,2021-07-12,Organico,0.276
PDT-00722,STG-00723,WL-024,Minifrac,5450.0,6188.0,0.012683,0.741,-0.53,0.00445,222.0,64.0,M. Gonzalez,2021-07-11,Organico,0.288
PDT-00723,STG-00724,WL-024,StepRate,5104.0,5188.0,0.026764,0.823,-2.87,0.00409,342.0,106.0,R. Perez,2021-07-12,Organico,0.31
PDT-00724,STG-00725,WL-024,DFIT,5601.0,4764.0,0.036844,0.778,0.31,0.00419,329.0,69.0,S. Dottori,2021-07-13,Organico,0.21
PDT-00725,STG-00726,WL-024,DFIT,6286.0,5242.0,0.040863,0.745,0.49,0.00469,278.0,100.0,S. Dottori,2021-07-13,Organico,0.36
PDT-00726,STG-00727,WL-024,DFIT,6936.0,5672.0,0.028116,0.723,-4.69,0.00216,215.0,49.0,R. Perez,2021-07-13,Organico,0.228
PDT-00727,STG-00728,WL-024,Minifrac,5965.0,4448.0,0.029411,0.83,-1.69,0.00436,330.0,38.0,S. Dottori,2021-07-13,Organico,0.115
PDT-00728,STG-00729,WL-024,Minifrac,6137.0,6250.0,0.049664,0.792,1.49,0.00436,160.0,114.0,R. Perez,2021-07-12,Organico,0.712
PDT-00729,STG-00730,WL-024,DFIT,5095.0,4434.0,0.049808,0.651,-0.52,0.00441,262.0,63.0,R. Perez,2021-07-15,Organico,0.24
PDT-00730,STG-00731,WL-024,Minifrac,5626.0,5625.0,0.009263,0.73,-4.52,0.00319,340.0,34.0,S. Dottori,2021-07-13,Organico,0.1
PDT-00732,STG-00733,WL-024,DFIT,6142.0,5179.0,0.011633,0.731,-2.39,0.00494,310.0,65.0,M. Gonzalez,2021-07-15,Organico,0.21
PDT-00733,STG-00734,WL-024,Minifrac,6492.0,5331.0,0.016361,0.732,-2.78,0.00312,333.0,56.0,M. Gonzalez,2021-07-15,Organico,0.168
PDT-00734,STG-00735,WL-024,Minifrac,6612.0,4484.0,0.014086,0.827,-4.44,0.00322,312.0,113.0,S. Dottori,2021-07-16,Organico,0.362
PDT-00735,STG-00736,WL-024,DFIT,5143.0,5334.0,0.03168,0.85,-1.41,0.00298,192.0,43.0,R. Perez,2021-07-16,Organico,0.224
PDT-00736,STG-00737,WL-024,DFIT,5764.0,5424.0,0.000391,0.669,-3.55,0.00207,226.0,56.0,M. Gonzalez,2021-07-13,Organico,0.248
PDT-00737,STG-00738,WL-024,DFIT,6412.0,5024.0,0.01951,0.788,-3.14,0.00059,138.0,47.0,R. Perez,2021-07-14,Organico,0.341
PDT-00738,STG-00739,WL-024,Minifrac,4776.0,5048.0,0.045775,0.691,-1.77,0.00257,299.0,104.0,S. Dottori,2021-07-13,Organico,0.348
PDT-00739,STG-00740,WL-024,DFIT,6836.0,4902.0,0.008966,0.76,-0.89,0.00336,191.0,34.0,S. Dottori,2021-07-15,Organico,0.178
PDT-00740,STG-00741,WL-024,DFIT,5653.0,5271.0,0.047542,0.723,1.86,0.00294,145.0,47.0,S. Dottori,2021-07-17,Organico,0.324
PDT-00741,STG-00742,WL-024,StepRate,6562.0,5391.0,0.039204,0.675,-0.53,0.00479,124.0,97.0,M. Gonzalez,2021-07-17,Organico,0.782
PDT-00742,STG-00743,WL-024,StepRate,4953.0,5039.0,0.029444,0.753,0.81,0.00154,182.0,101.0,S. Dottori,2021-07-14,Organico,0.555
PDT-00743,STG-00744,WL-024,DFIT,6727.0,4976.0,0.045993,0.791,-4.15,0.00311,326.0,102.0,M. Gonzalez,2021-07-15,Organico,0.313
PDT-00744,STG-00745,WL-024,Minifrac,5733.0,5912.0,0.034765,0.848,-1.43,0.00242,157.0,73.0,R. Perez,2021-07-15,Organico,0.465
PDT-00745,STG-00746,WL-024,Minifrac,5895.0,6030.0,0.009276,0.8,0.33,0.00375,217.0,66.0,M. Gonzalez,2021-07-16,Organico,0.304
PDT-00746,STG-00747,WL-024,Minifrac,5430.0,4338.0,0.027288,0.845,-0.13,0.00271,290.0,96.0,M. Gonzalez,2021-07-16,Organico,0.331
PDT-00748,STG-00749,WL-025,Minifrac,4846.0,6272.0,0.023626,0.679,-0.02,0.00349,340.0,70.0,S. Dottori,2022-01-12,Organico,0.206
PDT-00749,STG-00750,WL-025,DFIT,5046.0,4999.0,0.049681,0.748,-1.15,0.00362,341.0,101.0,M. Gonzalez,2022-01-12,Organico,0.296
PDT-00750,STG-00751,WL-025,DFIT,5296.0,5174.0,0.006209,0.71,-2.85,0.00052,176.0,40.0,S. Dottori,2022-01-12,Organico,0.227
PDT-00751,STG-00752,WL-025,DFIT,6555.0,4017.0,0.043296,0.766,-1.79,0.00297,182.0,41.0,S. Dottori,2022-01-12,Organico,0.225
PDT-00752,STG-00753,WL-025,Minifrac,5519.0,6018.0,0.025483,0.706,-2.88,0.00151,119.0,47.0,S. Dottori,2022-01-12,Organico,0.395
PDT-00754,STG-00755,WL-025,Minifrac,6903.0,6333.0,0.034818,0.715,-3.47,0.00086,271.0,75.0,M. Gonzalez,2022-01-12,Organico,0.277
PDT-00755,STG-00756,WL-025,DFIT,5273.0,3962.0,0.011878,0.703,1.96,0.00156,145.0,92.0,M. Gonzalez,2022-01-13,Organico,0.634
PDT-00756,STG-00757,WL-025,DFIT,4724.0,4427.0,0.011182,0.798,-4.57,0.00073,267.0,80.0,M. Gonzalez,2022-01-13,Organico,0.3
PDT-00757,STG-00758,WL-025,Minifrac,5369.0,5031.0,0.027931,0.787,-3.33,0.00426,275.0,51.0,S. Dottori,2022-01-14,Organico,0.185
PDT-00758,STG-00759,WL-025,Minifrac,6293.0,5927.0,0.036712,0.74,-3.89,0.00189,136.0,63.0,S. Dottori,2022-01-13,Organico,0.463
PDT-00759,STG-00760,WL-025,Minifrac,5315.0,4999.0,0.03864,0.775,-2.84,0.00224,163.0,84.0,M. Gonzalez,2022-01-14,Organico,0.515
PDT-00761,STG-00762,WL-025,DFIT,6522.0,4201.0,0.019228,0.664,-1.33,0.00319,278.0,61.0,S. Dottori,2022-01-13,Organico,0.219
PDT-00762,STG-00763,WL-025,Minifrac,6405.0,4614.0,0.003478,0.658,0.38,0.00223,116.0,47.0,S. Dottori,2022-01-14,Organico,0.405
PDT-00763,STG-00764,WL-025,DFIT,6568.0,5891.0,0.033498,0.802,1.86,0.00244,98.0,71.0,R. Perez,2022-01-15,Organico,0.724
PDT-00764,STG-00765,WL-025,Minifrac,5092.0,4513.0,0.011344,0.788,-2.56,0.00232,271.0,117.0,R. Perez,2022-01-15,Organico,0.432
PDT-00765,STG-00766,WL-025,Minifrac,5305.0,4607.0,0.015324,0.812,0.82,0.00198,240.0,43.0,R. Perez,2022-01-15,Organico,0.179
PDT-00766,STG-00767,WL-025,DFIT,4961.0,5211.0,0.033689,0.665,-0.95,0.00161,262.0,103.0,S. Dottori,2022-01-15,Organico,0.393
PDT-00767,STG-00768,WL-025,Minifrac,4945.0,5936.0,0.01503,0.677,-2.04,0.00091,151.0,63.0,R. Perez,2022-01-15,Organico,0.417
PDT-00768,STG-00769,WL-025,DFIT,5239.0,3846.0,0.009879,0.729,-3.62,0.00321,201.0,34.0,R. Perez,2022-01-16,Organico,0.169
PDT-00769,STG-00770,WL-025,StepRate,4906.0,6186.0,0.01718,0.675,-0.8,0.00219,300.0,69.0,R. Perez,2022-01-16,Organico,0.23
PDT-00770,STG-00771,WL-025,DFIT,6973.0,6230.0,0.014399,0.829,0.28,0.00469,267.0,91.0,R. Perez,2022-01-15,Organico,0.341
PDT-00771,STG-00772,WL-025,DFIT,4653.0,4640.0,0.006916,0.755,-1.37,0.00309,281.0,117.0,R. Perez,2022-01-16,Organico,0.416
PDT-00772,STG-00773,WL-025,DFIT,6914.0,4350.0,0.009683,0.656,-2.69,0.00061,215.0,76.0,M. Gonzalez,2022-01-17,Organico,0.353
PDT-00773,STG-00774,WL-025,DFIT,5489.0,6203.0,0.026064,0.72,-3.22,0.0016,107.0,104.0,M. Gonzalez,2022-01-16,Organico,0.972
PDT-00774,STG-00775,WL-025,DFIT,5451.0,6109.0,0.003994,0.765,-0.09,0.00267,149.0,59.0,S. Dottori,2022-01-18,Organico,0.396
PDT-00775,STG-00776,WL-025,DFIT,4611.0,5761.0,0.04491,0.777,-0.4,0.00262,122.0,31.0,R. Perez,2022-01-16,Organico,0.254
PDT-00776,STG-00777,WL-025,StepRate,6471.0,5083.0,0.015476,0.751,-1.49,0.00325,130.0,89.0,S. Dottori,2022-01-18,Organico,0.685
PDT-00777,STG-00778,WL-025,Minifrac,5594.0,6365.0,0.03558,0.735,-1.87,0.00418,199.0,76.0,S. Dottori,2022-01-16,Organico,0.382
PDT-00778,STG-00779,WL-025,StepRate,5834.0,4580.0,0.032918,0.705,0.74,0.00189,347.0,84.0,S. Dottori,2022-01-19,Organico,0.242
PDT-00779,STG-00780,WL-025,DFIT,5371.0,5791.0,0.032787,0.689,-2.51,0.00169,246.0,61.0,R. Perez,2022-01-17,Organico,0.248
PDT-00780,STG-00781,WL-025,DFIT,5428.0,6121.0,0.023767,0.662,-4.22,0.00416,281.0,109.0,S. Dottori,2022-01-19,Organico,0.388
PDT-00781,STG-00782,WL-025,Minifrac,6214.0,5062.0,0.00288,0.834,1.86,0.00244,246.0,71.0,S. Dottori,2022-01-19,Organico,0.289
PDT-00782,STG-00783,WL-025,DFIT,6273.0,5388.0,0.039264,0.652,-0.19,0.00194,141.0,102.0,S. Dottori,2022-01-16,Organico,0.723
PDT-00783,STG-00784,WL-025,DFIT,5009.0,4934.0,0.016185,0.794,-0.1,0.00196,198.0,49.0,S. Dottori,2022-01-17,Organico,0.247
PDT-00784,STG-00785,WL-025,DFIT,4818.0,4670.0,0.037392,0.655,-3.2,0.00123,338.0,93.0,M. Gonzalez,2022-01-19,Organico,0.275
PDT-00785,STG-00786,WL-025,StepRate,5567.0,4762.0,0.049898,0.756,-2.37,0.00224,133.0,76.0,M. Gonzalez,2022-01-19,Organico,0.571
PDT-00786,STG-00787,WL-025,Minifrac,5572.0,5627.0,0.040911,0.753,-3.09,0.00145,160.0,106.0,R. Perez,2022-01-19,Organico,0.662
PDT-00787,STG-00788,WL-025,Minifrac,4655.0,5795.0,0.037523,0.78,0.13,0.0009,276.0,42.0,R. Perez,2022-01-20,Organico,0.152
PDT-00788,STG-00789,WL-025,Minifrac,4519.0,4011.0,0.036094,0.73,0.49,0.00342,237.0,111.0,M. Gonzalez,2022-01-19,Organico,0.468
PDT-00789,STG-00790,WL-025,DFIT,6372.0,4243.0,0.042347,0.676,-4.75,0.00228,344.0,40.0,S. Dottori,2022-01-20,Organico,0.116
PDT-00790,STG-00791,WL-025,DFIT,5572.0,4708.0,0.00011,0.828,0.44,0.00344,115.0,64.0,S. Dottori,2022-01-20,Organico,0.557
PDT-00791,STG-00792,WL-026,Minifrac,6009.0,6265.0,0.028036,0.77,-1.3800000000000001,0.0029295000000000002,198.75,73.75,M. Gonzalez,2018-10-15,La Cocina,0.371
PDT-00792,STG-00793,WL-026,Minifrac,5880.0,3805.0,0.031855,0.8,-2.0599999999999996,0.0034965,255.75,71.25,S. Dottori,2018-10-15,La Cocina,0.279
PDT-00793,STG-00794,WL-026,DFIT,6790.0,4857.0,0.041081,0.689,-3.46,0.005427,169.5,93.75,R. Perez,2018-10-15,La Cocina,0.553
PDT-00794,STG-00795,WL-026,DFIT,5707.0,6142.0,0.006089,0.836,-1.8800000000000001,0.0039015000000000005,73.5,85.0,R. Perez,2018-10-15,La Cocina,1.156
PDT-00795,STG-00796,WL-026,DFIT,5927.0,5401.0,0.038783,0.773,0.36,0.006223500000000001,151.5,62.5,R. Perez,2018-10-15,La Cocina,0.413
PDT-00796,STG-00797,WL-026,DFIT,6990.0,4955.0,0.044436,0.716,-0.1200000000000001,0.0058590000000000005,183.0,118.75,M. Gonzalez,2018-10-16,La Cocina,0.649
PDT-00797,STG-00798,WL-026,Minifrac,5330.0,5361.0,0.004996,0.837,-1.4400000000000002,0.0067365,258.0,125.0,S. Dottori,2018-10-16,La Cocina,0.484
PDT-00798,STG-00799,WL-026,StepRate,4597.0,3960.0,0.004639,0.805,-2.4699999999999998,0.0050895,149.25,131.25,S. Dottori,2018-10-16,La Cocina,0.879
PDT-00799,STG-00800,WL-026,DFIT,6089.0,6319.0,0.029835,0.821,2.24,0.0038205,130.5,110.0,R. Perez,2018-10-16,La Cocina,0.843
PDT-00800,STG-00801,WL-026,Minifrac,4946.0,4010.0,0.04187,0.845,-3.1799999999999997,0.0056159999999999995,234.0,51.25,M. Gonzalez,2018-10-16,La Cocina,0.219
PDT-00801,STG-00802,WL-026,DFIT,4728.0,6398.0,0.021672,0.783,-0.08000000000000007,0.0010125000000000002,252.75,126.25,R. Perez,2018-10-17,La Cocina,0.5
PDT-00802,STG-00803,WL-026,Minifrac,6673.0,6319.0,0.040304,0.842,2.88,0.0044415,207.75,116.25,S. Dottori,2018-10-16,La Cocina,0.56
PDT-00803,STG-00804,WL-026,DFIT,5390.0,4070.0,0.015083,0.664,2.6399999999999997,0.0034155000000000006,98.25,103.75,S. Dottori,2018-10-17,La Cocina,1.056
PDT-00804,STG-00805,WL-026,Minifrac,5265.0,4650.0,0.043511,0.762,2.41,0.0031860000000000005,129.75,95.0,M. Gonzalez,2018-10-17,La Cocina,0.732
PDT-00805,STG-00806,WL-026,DFIT,4919.0,4324.0,0.01963,0.842,1.5499999999999998,0.0026190000000000002,252.75,110.0,S. Dottori,2018-10-16,La Cocina,0.435
PDT-00807,STG-00808,WL-026,Minifrac,6314.0,4506.0,0.046745,0.732,-1.8,0.0027270000000000003,130.5,60.0,R. Perez,2018-10-17,La Cocina,0.46
PDT-00808,STG-00809,WL-026,Minifrac,6905.0,4840.0,0.045071,0.814,0.6599999999999999,0.0046575,77.25,145.0,S. Dottori,2018-10-18,La Cocina,1.877
PDT-00809,STG-00810,WL-026,Minifrac,5325.0,4961.0,0.030548,0.832,-0.6000000000000001,0.0066690000000000004,180.0,55.0,R. Perez,2018-10-18,La Cocina,0.306
PDT-00810,STG-00811,WL-026,Minifrac,4626.0,5097.0,0.007496,0.737,1.45,0.0034560000000000003,93.0,66.25,S. Dottori,2018-10-17,La Cocina,0.712
PDT-00811,STG-00812,WL-026,DFIT,5961.0,5440.0,0.003201,0.73,-0.9000000000000001,0.0027,173.25,76.25,S. Dottori,2018-10-18,La Cocina,0.44
PDT-00812,STG-00813,WL-026,DFIT,5910.0,4808.0,0.038774,0.827,-3.38,0.004536,124.5,102.5,R. Perez,2018-10-17,La Cocina,0.823
PDT-00813,STG-00814,WL-026,Minifrac,6932.0,5499.0,0.043735,0.65,-0.09000000000000008,0.0019845,78.75,97.5,M. Gonzalez,2018-10-18,La Cocina,1.238
PDT-00814,STG-00815,WL-026,StepRate,5208.0,4791.0,0.030459,0.824,1.91,0.0022815,228.0,116.25,R. Perez,2018-10-20,La Cocina,0.51
PDT-00815,STG-00816,WL-026,DFIT,6150.0,5275.0,0.021567,0.68,-0.9200000000000002,0.0054675,240.0,116.25,R. Perez,2018-10-18,La Cocina,0.484
PDT-00816,STG-00817,WL-026,Minifrac,5102.0,4651.0,0.009874,0.805,0.74,0.0043875,195.0,63.75,M. Gonzalez,2018-10-18,La Cocina,0.327
PDT-00817,STG-00818,WL-026,DFIT,6385.0,3922.0,0.046585,0.672,-3.45,0.006075,79.5,127.5,R. Perez,2018-10-20,La Cocina,1.604
PDT-00818,STG-00819,WL-026,DFIT,6188.0,5357.0,0.008719,0.663,1.79,0.0016335,97.5,147.5,S. Dottori,2018-10-18,La Cocina,1.513
PDT-00819,STG-00820,WL-026,DFIT,5977.0,5242.0,0.042239,0.796,2.02,0.0019575,189.75,42.5,S. Dottori,2018-10-20,La Cocina,0.224
PDT-00820,STG-00821,WL-026,DFIT,4990.0,5675.0,0.013499,0.833,-1.7100000000000002,0.004050000000000001,227.25,82.5,M. Gonzalez,2018-10-18,La Cocina,0.363
PDT-00821,STG-00822,WL-026,Minifrac,5075.0,3842.0,0.034764,0.696,2.21,0.00351,167.25,122.5,S. Dottori,2018-10-22,La Cocina,0.732
PDT-00822,STG-00823,WL-026,DFIT,6283.0,4199.0,0.01711,0.654,1.25,0.006021000000000001,175.5,40.0,R. Perez,2018-10-21,La Cocina,0.228
PDT-00823,STG-00824,WL-026,DFIT,4844.0,4986.0,0.007412,0.83,1.8399999999999999,0.0011070000000000001,110.25,130.0,R. Perez,2018-10-20,La Cocina,1.179
PDT-00824,STG-00825,WL-026,Minifrac,6433.0,4167.0,0.040152,0.772,3.0700000000000003,0.0046305,204.75,60.0,R. Perez,2018-10-21,La Cocina,0.293
PDT-00825,STG-00826,WL-026,Minifrac,5190.0,5172.0,0.028245,0.839,-1.93,0.006372000000000001,222.75,120.0,M. Gonzalez,2018-10-20,La Cocina,0.539
PDT-00826,STG-00827,WL-026,Minifrac,4831.0,5027.0,0.009337,0.688,-3.0999999999999996,0.003294,75.0,140.0,R. Perez,2018-10-21,La Cocina,1.867
PDT-00828,STG-00829,WL-026,Minifrac,6949.0,5630.0,0.045085,0.677,2.01,0.0023220000000000003,156.0,110.0,S. Dottori,2018-10-20,La Cocina,0.705
PDT-00829,STG-00830,WL-027,DFIT,4957.0,5969.0,0.022031,0.679,-3.0999999999999996,0.002484,221.25,78.75,S. Dottori,2022-03-21,La Cocina,0.356
PDT-00830,STG-00831,WL-027,DFIT,6338.0,5288.0,0.04564,0.767,-0.99,0.005913000000000001,69.75,138.75,R. Perez,2022-03-21,La Cocina,1.989
PDT-00831,STG-00832,WL-027,DFIT,5824.0,4845.0,0.035061,0.767,-3.2299999999999995,0.0045765,199.5,78.75,M. Gonzalez,2022-03-21,La Cocina,0.395
PDT-00832,STG-00833,WL-027,Minifrac,4938.0,6242.0,0.0221,0.795,1.9,0.0037395,141.0,140.0,R. Perez,2022-03-21,La Cocina,0.993
PDT-00834,STG-00835,WL-027,DFIT,6989.0,6353.0,0.000747,0.829,0.96,0.003726,177.75,132.5,R. Perez,2022-03-21,La Cocina,0.745
PDT-00835,STG-00836,WL-027,DFIT,4585.0,4198.0,0.00946,0.804,-2.24,0.006561,189.0,115.0,R. Perez,2022-03-21,La Cocina,0.608
PDT-00836,STG-00837,WL-027,DFIT,5123.0,5661.0,0.048482,0.799,-0.3600000000000001,0.004320000000000001,88.5,128.75,R. Perez,2022-03-22,La Cocina,1.455
PDT-00837,STG-00838,WL-027,Minifrac,5264.0,4444.0,0.024458,0.693,-0.41000000000000014,0.00648,230.25,143.75,R. Perez,2022-03-22,La Cocina,0.624
PDT-00838,STG-00839,WL-027,Minifrac,6879.0,4435.0,0.038931,0.709,1.15,0.0049275000000000005,97.5,105.0,R. Perez,2022-03-22,La Cocina,1.077
PDT-00839,STG-00840,WL-027,StepRate,5663.0,5584.0,0.001305,0.7,-0.75,0.004509,94.5,123.75,S. Dottori,2022-03-23,La Cocina,1.31
